date;num0;num1;num2;num3;num4
14/09/2020;23;49;5;13;32
12/09/2020;16;46;12;21;24
09/09/2020;24;48;20;29;45
07/09/2020;37;35;31;44;14
05/09/2020;22;15;19;24;46
02/09/2020;14;23;21;47;3
31/08/2020;7;16;17;4;11
29/08/2020;23;15;38;21;39
26/08/2020;13;45;4;40;31
24/08/2020;28;18;22;37;19
22/08/2020;7;11;5;32;33
19/08/2020;35;11;13;4;34
17/08/2020;6;1;39;48;40
15/08/2020;5;41;3;42;15
12/08/2020;17;47;30;3;44
10/08/2020;28;38;2;1;11
08/08/2020;35;42;49;4;6
05/08/2020;46;32;22;15;17
03/08/2020;43;48;42;23;30
01/08/2020;17;18;25;38;9
29/07/2020;47;46;7;19;39
27/07/2020;19;24;45;15;25
25/07/2020;18;10;6;15;48
22/07/2020;4;28;38;20;18
20/07/2020;8;42;22;28;26
18/07/2020;11;42;22;34;43
15/07/2020;6;12;4;35;44
13/07/2020;24;3;35;46;2
11/07/2020;32;6;35;28;40
08/07/2020;30;48;37;9;26
06/07/2020;2;11;42;30;35
04/07/2020;23;13;27;44;36
01/07/2020;44;47;5;13;14
29/06/2020;21;29;20;47;46
27/06/2020;1;39;2;6;27
24/06/2020;36;8;31;34;17
22/06/2020;9;36;5;21;39
20/06/2020;8;24;33;38;14
17/06/2020;26;13;10;20;46
15/06/2020;22;49;26;2;47
13/06/2020;25;32;6;5;28
10/06/2020;47;36;20;11;9
08/06/2020;8;22;26;46;2
06/06/2020;14;7;43;44;29
03/06/2020;12;13;26;44;16
01/06/2020;24;26;2;36;32
30/05/2020;5;14;42;44;16
27/05/2020;29;6;12;44;31
25/05/2020;9;26;30;42;36
23/05/2020;22;28;3;23;29
20/05/2020;45;14;39;20;47
18/05/2020;20;30;35;14;10
16/05/2020;26;27;41;46;19
13/05/2020;43;4;17;38;49
11/05/2020;34;5;33;3;17
09/05/2020;48;39;29;47;35
06/05/2020;48;36;14;15;10
04/05/2020;39;8;9;33;15
02/05/2020;43;22;12;30;9
29/04/2020;25;29;47;5;7
27/04/2020;41;11;19;29;14
25/04/2020;49;6;24;13;10
22/04/2020;28;30;43;40;41
20/04/2020;37;5;9;7;41
18/04/2020;45;1;33;47;27
15/04/2020;16;1;31;48;3
13/04/2020;42;1;19;23;17
11/04/2020;8;43;1;48;41
08/04/2020;16;9;19;26;6
06/04/2020;23;29;18;35;7
04/04/2020;40;2;35;39;42
01/04/2020;41;48;42;28;3
30/03/2020;21;37;12;17;23
28/03/2020;35;23;26;32;22
25/03/2020;40;45;24;32;34
23/03/2020;28;49;5;48;21
21/03/2020;16;37;8;7;42
18/03/2020;48;10;46;28;29
16/03/2020;44;16;4;40;23
14/03/2020;28;41;38;31;43
11/03/2020;38;45;5;14;46
09/03/2020;26;41;5;33;42
07/03/2020;5;35;37;4;24
04/03/2020;10;17;33;30;49
02/03/2020;42;26;21;39;40
29/02/2020;37;24;19;10;5
26/02/2020;20;6;30;32;45
24/02/2020;20;15;27;9;47
22/02/2020;4;39;26;5;24
19/02/2020;40;16;21;41;46
17/02/2020;44;39;7;41;19
15/02/2020;48;4;25;5;45
12/02/2020;47;38;17;30;43
10/02/2020;15;49;37;25;38
08/02/2020;47;31;12;45;7
05/02/2020;30;21;6;11;29
03/02/2020;49;20;7;31;33
01/02/2020;36;25;22;21;16
29/01/2020;31;30;6;14;45
27/01/2020;27;12;10;7;41
25/01/2020;36;17;30;7;11
22/01/2020;25;28;42;26;12
20/01/2020;13;38;31;30;26
18/01/2020;12;1;33;13;2
15/01/2020;35;19;8;22;46
13/01/2020;16;11;25;32;14
11/01/2020;48;14;2;23;13
08/01/2020;17;44;29;16;37
06/01/2020;49;10;19;26;30
04/01/2020;22;9;43;31;34
01/01/2020;11;7;32;24;4
30/12/2019;12;38;34;32;48
28/12/2019;24;48;49;18;8
25/12/2019;36;40;45;24;15
23/12/2019;37;36;32;20;7
21/12/2019;48;23;27;19;22
18/12/2019;23;6;17;5;7
16/12/2019;38;26;39;35;10
14/12/2019;3;48;17;4;38
11/12/2019;25;33;48;1;40
09/12/2019;1;34;15;24;25
07/12/2019;40;29;44;38;10
04/12/2019;8;30;26;35;40
02/12/2019;39;28;14;11;42
30/11/2019;7;25;17;48;16
27/11/2019;44;2;15;29;18
25/11/2019;44;41;35;33;38
23/11/2019;4;27;28;9;22
20/11/2019;22;23;7;30;37
18/11/2019;31;44;6;15;12
16/11/2019;10;49;30;12;29
13/11/2019;22;13;10;35;19
11/11/2019;28;14;27;13;25
09/11/2019;26;24;6;18;29
06/11/2019;43;27;23;44;42
